From	To	Species	Gene Name
ENSCGRG00001024084	100750396	Cricetulus griseus	PX domain containing serine/threonine kinase like(Pxk)
ENSCGRG00001002670	100761070	Cricetulus griseus	ASXL transcriptional regulator 1(Asxl1)
ENSCGRG00001024089	100764120	Cricetulus griseus	cholinergic receptor nicotinic gamma subunit(Chrng)
ENSCGRG00001000006	3979183	Cricetulus griseus	NADH dehydrogenase subunit 1(ND1)
ENSCGRG00001001338	100752619	Cricetulus griseus	taste 2 receptor member 41(Tas2r41)
ENSCGRG00001021820	100762300	Cricetulus griseus	dynein light chain LC8-type 2(Dynll2)
ENSCGRG00001003998	100766025	Cricetulus griseus	cyclin D3(Ccnd3)
ENSCGRG00001001336	100766635	Cricetulus griseus	LIM homeobox 2(Lhx2)
ENSCGRG00001021822	100757327	Cricetulus griseus	transmembrane protein 45A-like(LOC100757327)
ENSCGRG00001002666	100759764	Cricetulus griseus	family with sequence similarity 124 member B(Fam124b)
ENSCGRG00001021823	100762808	Cricetulus griseus	tetratricopeptide repeat domain 27(Ttc27)
ENSCGRG00001019503	100754519	Cricetulus griseus	retinal G protein coupled receptor(Rgr)
ENSCGRG00001021824	100766388	Cricetulus griseus	actin alpha cardiac muscle 1(Actc1)
ENSCGRG00001019501	100753442	Cricetulus griseus	protein tyrosine phosphatase non-receptor type 5(Ptpn5)
ENSCGRG00001019502	100773996	Cricetulus griseus	DC-STAMP domain containing 1(Dcst1)
ENSCGRG00001021828	100758402	Cricetulus griseus	syntaxin 7(Stx7)
ENSCGRG00001019500	100756554	Cricetulus griseus	chromobox 4(Cbx4)
ENSCGRG00001021829	100768982	Cricetulus griseus	protein tyrosine phosphatase receptor type N(LOC100768982)
ENSCGRG00001019509	100769195	Cricetulus griseus	protein HIRA(LOC100769195)
ENSCGRG00001024093	100764847	Cricetulus griseus	GTPase IMAP family member 1(LOC100764847)
ENSCGRG00001024094	100755403	Cricetulus griseus	SKI proto-oncogene(Ski)
ENSCGRG00001019508	100768111	Cricetulus griseus	zinc finger protein 18(Znf18)
ENSCGRG00001019505	100765147	Cricetulus griseus	solute carrier family 37 member 1(Slc37a1)
ENSCGRG00001024097	100689196	Cricetulus griseus	XPA, DNA damage recognition and repair factor(Xpa)
ENSCGRG00001024098	100767701	Cricetulus griseus	transmembrane protein 231(Tmem231)
ENSCGRG00001024095	100762588	Cricetulus griseus	caspase recruitment domain family member 10(Card10)
ENSCGRG00001003994	100689308	Cricetulus griseus	hypoxia up-regulated 1(Hyou1)
ENSCGRG00001024096	100751442	Cricetulus griseus	solute carrier family 25 member 1(Slc25a1)
ENSCGRG00001003993	100764073	Cricetulus griseus	protein phosphatase 1 regulatory subunit 18(Ppp1r18)
ENSCGRG00001024099	100760392	Cricetulus griseus	interferon regulatory factor 9(Irf9)
ENSCGRG00001001326	100760961	Cricetulus griseus	IMP U3 small nucleolar ribonucleoprotein 3(Imp3)
ENSCGRG00001002658	100766502	Cricetulus griseus	immunoglobulin like domain containing receptor 1(Ildr1)
ENSCGRG00001002657	100767156	Cricetulus griseus	ubiquitin-conjugating enzyme E2 E1(LOC100767156)
ENSCGRG00001001328	100765056	Cricetulus griseus	WD repeat domain 13(Wdr13)
ENSCGRG00001021830	100758578	Cricetulus griseus	low density lipoprotein receptor class A domain containing 4(Ldlrad4)
ENSCGRG00001002654	100761152	Cricetulus griseus	calpastatin(Cast)
ENSCGRG00001020500	100759877	Cricetulus griseus	retinol dehydrogenase 11(Rdh11)
ENSCGRG00001001323	100768966	Cricetulus griseus	distal-less homeobox 1(Dlx1)
ENSCGRG00001020501	100770436	Cricetulus griseus	myelin protein zero like 1(Mpzl1)
ENSCGRG00001021832	100752162	Cricetulus griseus	glucosidase II alpha subunit(Ganab)
ENSCGRG00001021833	100753435	Cricetulus griseus	ring finger protein 39(Rnf39)
ENSCGRG00001019514	113835883	Cricetulus griseus	protein FAM78B(LOC113835883)
ENSCGRG00001019514	100760702	Cricetulus griseus	family with sequence similarity 78 member B(Fam78b)
ENSCGRG00001021835	100771385	Cricetulus griseus	lon peptidase 1, mitochondrial(Lonp1)
ENSCGRG00001021836	100769630	Cricetulus griseus	phosphodiesterase 12(Pde12)
ENSCGRG00001019513	100767181	Cricetulus griseus	interleukin 6 cytokine family signal transducer(Il6st)
ENSCGRG00001021838	100762877	Cricetulus griseus	PX domain containing 1(Pxdc1)
ENSCGRG00001019510	100751098	Cricetulus griseus	neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1(Nyap1)
ENSCGRG00001020508	100759214	Cricetulus griseus	synaptic vesicle glycoprotein 2A(Sv2a)
ENSCGRG00001021839	100759043	Cricetulus griseus	SRSF protein kinase 2(Srpk2)
ENSCGRG00001019511	100758999	Cricetulus griseus	solute carrier family 5 member 9(Slc5a9)
ENSCGRG00001019519	100760775	Cricetulus griseus	major facilitator superfamily domain containing 4A(Mfsd4a)
ENSCGRG00001019516	100770490	Cricetulus griseus	NME/NM23 family member 8(Nme8)
ENSCGRG00001003980	100770020	Cricetulus griseus	ALX homeobox 3(Alx3)
ENSCGRG00001002652	100759672	Cricetulus griseus	olfactory receptor 51E2(LOC100759672)
ENSCGRG00001006208	100767015	Cricetulus griseus	basic helix-loop-helix family member b9(LOC100767015)
ENSCGRG00001006209	100762222	Cricetulus griseus	general transcription factor IIF subunit 1(Gtf2f1)
ENSCGRG00001006206	100760039	Cricetulus griseus	ADP ribosylation factor like GTPase 2(Arl2)
ENSCGRG00001007538	100760594	Cricetulus griseus	WAP four-disulfide core domain 9(Wfdc9)
ENSCGRG00001013300	100774204	Cricetulus griseus	mitogen-activated protein kinase kinase 2(Map2k2)
ENSCGRG00001013304	100766965	Cricetulus griseus	C1q and TNF related 1(C1qtnf1)
ENSCGRG00001015967	100774802	Cricetulus griseus	NECAP endocytosis associated 1(Necap1)
ENSCGRG00001014636	100768717	Cricetulus griseus	SET domain containing 3, actin histidine methyltransferase(Setd3)
ENSCGRG00001015968	100754494	Cricetulus griseus	matrix Gla protein(Mgp)
ENSCGRG00001013302	100758359	Cricetulus griseus	polypeptide N-acetylgalactosaminyltransferase 11(Galnt11)
ENSCGRG00001013301	100752481	Cricetulus griseus	Rho GTPase activating protein 35(Arhgap35)
ENSCGRG00001014632	100761762	Cricetulus griseus	mitochondrial rRNA methyltransferase 3(Mrm3)
ENSCGRG00001014633	100756632	Cricetulus griseus	dihydroorotate dehydrogenase (quinone)(Dhodh)
ENSCGRG00001013306	100753426	Cricetulus griseus	gem nuclear organelle associated protein 7(Gemin7)
ENSCGRG00001015965	100768085	Cricetulus griseus	carbohydrate sulfotransferase 15(Chst15)
ENSCGRG00001014634	100767887	Cricetulus griseus	heterogeneous nuclear ribonucleoprotein D(Hnrnpd)
ENSCGRG00001015966	100772914	Cricetulus griseus	inositol-trisphosphate 3-kinase A(Itpka)
ENSCGRG00001014635	100769761	Cricetulus griseus	potassium two pore domain channel subfamily K member 13(Kcnk13)
ENSCGRG00001008867	100765416	Cricetulus griseus	BARX homeobox 2(Barx2)
ENSCGRG00001006205	100750982	Cricetulus griseus	golgi phosphoprotein 3(Golph3)
ENSCGRG00001006200	100772399	Cricetulus griseus	transmembrane protein 216(Tmem216)
ENSCGRG00001008860	100768578	Cricetulus griseus	ATPase H+ transporting accessory protein 2(Atp6ap2)
ENSCGRG00001007529	100755700	Cricetulus griseus	zinc finger MYND-type containing 19(Zmynd19)
ENSCGRG00001015970	100764062	Cricetulus griseus	C-C motif chemokine ligand 17(Ccl17)
ENSCGRG00001014640	100767787	Cricetulus griseus	cytoplasmic FMR1 interacting protein 2(Cyfip2)
ENSCGRG00001014641	100751895	Cricetulus griseus	olfactory receptor 4K1(LOC100751895)
ENSCGRG00001015973	100758239	Cricetulus griseus	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta(Hadhb)
ENSCGRG00001014642	100753226	Cricetulus griseus	polypeptide N-acetylgalactosaminyltransferase 3(Galnt3)
ENSCGRG00001013311	100760799	Cricetulus griseus	solute carrier family 8 member A1(Slc8a1)
ENSCGRG00001013310	100773118	Cricetulus griseus	chromosome 2 C1orf94 homolog(C2H1orf94)
ENSCGRG00001013315	100770913	Cricetulus griseus	DENN domain containing 2A(Dennd2a)
ENSCGRG00001015978	100770130	Cricetulus griseus	myosin-6(LOC100770130)
ENSCGRG00001014647	100759503	Cricetulus griseus	dimethylglycine dehydrogenase(Dmgdh)
ENSCGRG00001014648	113832924	Cricetulus griseus	neurexophilin-4(LOC113832924)
ENSCGRG00001013313	100764549	Cricetulus griseus	family with sequence similarity 210 member B(Fam210b)
ENSCGRG00001013312	100766612	Cricetulus griseus	guanylate cyclase activator 1A(Guca1a)
ENSCGRG00001015974	100761380	Cricetulus griseus	VPS28 subunit of ESCRT-I(Vps28)
ENSCGRG00001014643	100766552	Cricetulus griseus	proline rich and Gla domain 2(Prrg2)
ENSCGRG00001015975	100757231	Cricetulus griseus	ribosomal protein L24(Rpl24)
ENSCGRG00001014644	100768812	Cricetulus griseus	DEAD-box helicase 5(Ddx5)
ENSCGRG00001014645	100689173	Cricetulus griseus	heparan sulfate 6-O-sulfotransferase 1(Hs6st1)
ENSCGRG00001013316	100760127	Cricetulus griseus	tyrosine hydroxylase(Th)
ENSCGRG00001008855	100773216	Cricetulus griseus	heterogeneous nuclear ribonucleoprotein H2(Hnrnph2)
ENSCGRG00001007522	100760759	Cricetulus griseus	forkhead box protein I2(LOC100760759)
ENSCGRG00001008852	100769999	Cricetulus griseus	chloride voltage-gated channel 2(Clcn2)
ENSCGRG00001007520	100756432	Cricetulus griseus	histone H2B type 1-A(LOC100756432)
ENSCGRG00001008850	100751927	Cricetulus griseus	transmembrane protein 183A(Tmem183a)
ENSCGRG00001007519	113830657	Cricetulus griseus	solute carrier family 41 member 2(LOC113830657)
ENSCGRG00001007518	100750954	Cricetulus griseus	ribosomal protein S6 kinase A3(Rps6ka3)
ENSCGRG00001015982	100759417	Cricetulus griseus	adaptor related protein complex 1 subunit sigma 1(Ap1s1)
ENSCGRG00001014651	100761964	Cricetulus griseus	CCR4-NOT transcription complex subunit 4(Cnot4)
ENSCGRG00001015983	100772642	Cricetulus griseus	thromboxane A synthase 1(Tbxas1)
ENSCGRG00001014652	100774868	Cricetulus griseus	RALY heterogeneous nuclear ribonucleoprotein(Raly)
ENSCGRG00001015980	100762839	Cricetulus griseus	vestigial like family member 3(Vgll3)
ENSCGRG00001014658	100758343	Cricetulus griseus	glutamate rich 1(Erich1)
ENSCGRG00001014659	100765457	Cricetulus griseus	SUMO specific peptidase 6(Senp6)
ENSCGRG00001013324	100770119	Cricetulus griseus	shroom family member 3(Shroom3)
ENSCGRG00001015985	100759224	Cricetulus griseus	IKAROS family zinc finger 1(Ikzf1)
ENSCGRG00001014654	100762976	Cricetulus griseus	TUB like protein 3(Tulp3)
ENSCGRG00001013329	100764876	Cricetulus griseus	somatomedin B and thrombospondin type 1 domain containing(Sbspon)
ENSCGRG00001014655	100752316	Cricetulus griseus	tetraspanin 2(Tspan2)
ENSCGRG00001013327	100768715	Cricetulus griseus	TNF superfamily member 11(Tnfsf11)
ENSCGRG00001014657	100758131	Cricetulus griseus	RB associated KRAB zinc finger(Rbak)
ENSCGRG00001008844	100754545	Cricetulus griseus	methylphosphate capping enzyme(Mepce)
ENSCGRG00001007509	100753662	Cricetulus griseus	mitochondrial ribosomal protein L41(Mrpl41)
ENSCGRG00001007507	100754288	Cricetulus griseus	BAH domain and coiled-coil containing 1(Bahcc1)
ENSCGRG00001014661	100765099	Cricetulus griseus	coiled-coil domain containing 137(Ccdc137)
ENSCGRG00001015994	100774927	Cricetulus griseus	dihydropyrimidinase like 4(Dpysl4)
ENSCGRG00001015995	100754011	Cricetulus griseus	RB binding protein 5, histone lysine methyltransferase complex subunit(Rbbp5)
ENSCGRG00001014664	100770310	Cricetulus griseus	solute carrier family 40 member 1(Slc40a1)
ENSCGRG00001013332	100766232	Cricetulus griseus	ring finger protein 41(Rnf41)
ENSCGRG00001012001	100768481	Cricetulus griseus	ubiquitin protein ligase E3C(Ube3c)
ENSCGRG00001015990	100772531	Cricetulus griseus	suppressor of SWI4 1 homolog(LOC100772531)
ENSCGRG00001013337	100775065	Cricetulus griseus	CWC15 spliceosome associated protein homolog(Cwc15)
ENSCGRG00001013336	100771212	Cricetulus griseus	dynein axonemal assembly factor 5(Dnaaf5)
ENSCGRG00001013334	100753892	Cricetulus griseus	NKD inhibitor of WNT signaling pathway 2(Nkd2)
ENSCGRG00001015997	100761648	Cricetulus griseus	melanocortin 3 receptor(Mc3r)
ENSCGRG00001015998	100758240	Cricetulus griseus	pinin, desmosome associated protein(Pnn)
ENSCGRG00001015999	100758258	Cricetulus griseus	regulator of G protein signaling 2(Rgs2)
ENSCGRG00001012007	100767855	Cricetulus griseus	heterogeneous nuclear ribonucleoprotein R(Hnrnpr)
ENSCGRG00001014668	100760486	Cricetulus griseus	estrogen related receptor beta(Esrrb)
ENSCGRG00001008833	100752778	Cricetulus griseus	FHF complex subunit HOOK interacting protein 1B(Fhip1b)
ENSCGRG00001007502	100752143	Cricetulus griseus	fatty acid binding protein 7(Fabp7)
ENSCGRG00001008832	100757912	Cricetulus griseus	ring finger protein 5(Rnf5)
ENSCGRG00001008831	100767177	Cricetulus griseus	proteasome 26S subunit, non-ATPase 12(Psmd12)
ENSCGRG00001014672	100753149	Cricetulus griseus	mitogen-activated protein kinase 3(Mapk3)
ENSCGRG00001014674	100763970	Cricetulus griseus	ATPase H+ transporting V1 subunit G3(Atp6v1g3)
ENSCGRG00001012013	100756054	Cricetulus griseus	lysine demethylase 4A(Kdm4a)
ENSCGRG00001014670	100769053	Cricetulus griseus	phospholipase C eta 2(Plch2)
ENSCGRG00001013341	100752906	Cricetulus griseus	kelch like family member 22(Klhl22)
ENSCGRG00001012010	100689321	Cricetulus griseus	5-hydroxytryptamine receptor 1B(Htr1b)
ENSCGRG00001012017	100751810	Cricetulus griseus	insulin like growth factor binding protein 6(Igfbp6)
ENSCGRG00001013347	100753354	Cricetulus griseus	cyclin B1 interacting protein 1(Ccnb1ip1)
ENSCGRG00001012016	100755841	Cricetulus griseus	neuroligin-1(LOC100755841)
ENSCGRG00001012016	100761653	Cricetulus griseus	neuroligin 1(Nlgn1)
ENSCGRG00001013346	100772501	Cricetulus griseus	DNA topoisomerase III alpha(Top3a)
ENSCGRG00001013345	100751292	Cricetulus griseus	nucleophosmin/nucleoplasmin 3(Npm3)
ENSCGRG00001012019	100752496	Cricetulus griseus	cholinergic receptor muscarinic 4(Chrm4)
ENSCGRG00001013349	100754210	Cricetulus griseus	spermatogenesis associated 16(Spata16)
ENSCGRG00001014679	100764560	Cricetulus griseus	fibroblast growth factor receptor 3(Fgfr3)
ENSCGRG00001008820	100763001	Cricetulus griseus	WD repeat domain 89(Wdr89)
ENSCGRG00001024006	100770499	Cricetulus griseus	endonuclease G(Endog)
ENSCGRG00001024007	100760116	Cricetulus griseus	PITPNM family member 3(Pitpnm3)
ENSCGRG00001008818	100774301	Cricetulus griseus	peptidylprolyl isomerase C(Ppic)
ENSCGRG00001024005	100763881	Cricetulus griseus	FGGY carbohydrate kinase domain containing(Fggy)
ENSCGRG00001008815	100768532	Cricetulus griseus	chondroitin sulfate proteoglycan 5(Cspg5)
ENSCGRG00001008813	100755004	Cricetulus griseus	laminin subunit alpha 3(Lama3)
ENSCGRG00001024009	100762027	Cricetulus griseus	growth/differentiation factor 5(LOC100762027)
ENSCGRG00001012020	100757402	Cricetulus griseus	proprotein convertase subtilisin/kexin type 1(Pcsk1)
ENSCGRG00001014683	100761393	Cricetulus griseus	zinc finger AN1-type containing 1(Zfand1)
ENSCGRG00001014684	100774653	Cricetulus griseus	synuclein beta(Sncb)
ENSCGRG00001014685	113832001	Cricetulus griseus	UDP-N-acetylglucosamine transferase subunit ALG14 homolog(LOC113832001)
ENSCGRG00001014685	100773644	Cricetulus griseus	ALG14 UDP-N-acetylglucosaminyltransferase subunit(LOC100773644)
ENSCGRG00001014686	100761725	Cricetulus griseus	cytochrome P450 4F3(LOC100761725)
ENSCGRG00001013355	100774585	Cricetulus griseus	AT-hook transcription factor(Akna)
ENSCGRG00001012024	100772790	Cricetulus griseus	pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial(LOC100772790)
ENSCGRG00001014680	100756060	Cricetulus griseus	neurexophilin 3(Nxph3)
ENSCGRG00001013353	100764491	Cricetulus griseus	EARP complex and GARP complex interacting protein 1(Eipr1)
ENSCGRG00001012022	100762291	Cricetulus griseus	PHD finger protein 23(Phf23)
ENSCGRG00001014682	100773795	Cricetulus griseus	urea transporter 1(LOC100773795)
ENSCGRG00001000090	100751082	Cricetulus griseus	DnaJ heat shock protein family (Hsp40) member C19(Dnajc19)
ENSCGRG00001012027	100760070	Cricetulus griseus	calpain 13(Capn13)
ENSCGRG00001013357	113834977	Cricetulus griseus	homeobox protein HMX3(LOC113834977)
ENSCGRG00001012026	100759648	Cricetulus griseus	monoamine oxidase B(Maob)
ENSCGRG00001012025	100750735	Cricetulus griseus	potassium two pore domain channel subfamily K member 10(Kcnk10)
ENSCGRG00001014687	100770253	Cricetulus griseus	CCR4-NOT transcription complex subunit 8(Cnot8)
ENSCGRG00001014688	100765339	Cricetulus griseus	Yip1 domain family member 4(Yipf4)
ENSCGRG00001000097	100759250	Cricetulus griseus	basic helix-loop-helix family member e41(Bhlhe41)
ENSCGRG00001000098	103163303	Cricetulus griseus	leukocyte receptor cluster member 1 homolog(LOC103163303)
ENSCGRG00001024002	100772686	Cricetulus griseus	BRO1 domain and CAAX motif containing(Brox)
ENSCGRG00001024003	100769298	Cricetulus griseus	canopy FGF signaling regulator 3(Cnpy3)
ENSCGRG00001000095	100760065	Cricetulus griseus	dystrobrevin binding protein 1(Dtnbp1)
ENSCGRG00001000096	107977665	Cricetulus griseus	crystallin beta A1(Cryba1)
ENSCGRG00001024001	100773999	Cricetulus griseus	NADH:ubiquinone oxidoreductase subunit S4(Ndufs4)
ENSCGRG00001024017	100770280	Cricetulus griseus	von Willebrand factor A domain containing 7(Vwa7)
ENSCGRG00001024016	100761707	Cricetulus griseus	arachidonate 12-lipoxygenase, 12R type(Alox12b)
ENSCGRG00001008803	100757881	Cricetulus griseus	RRAD and GEM like GTPase 1(Rem1)
ENSCGRG00001013361	100775030	Cricetulus griseus	adrenoceptor beta 3(Adrb3)
ENSCGRG00001014696	100753315	Cricetulus griseus	5'-aminolevulinate synthase 2(Alas2)
ENSCGRG00001013366	100755077	Cricetulus griseus	semaphorin 3F(Sema3f)
ENSCGRG00001013365	100767315	Cricetulus griseus	LY6/PLAUR domain containing 2(Lypd2)
ENSCGRG00001014691	100762323	Cricetulus griseus	integrin subunit alpha 4(Itga4)
ENSCGRG00001013364	100765223	Cricetulus griseus	phosphatidylinositol-5-phosphate 4-kinase type 2 beta(Pip4k2b)
ENSCGRG00001014693	100754492	Cricetulus griseus	PBX homeobox 4(Pbx4)
ENSCGRG00001012039	100768507	Cricetulus griseus	zinc finger protein 653(Znf653)
ENSCGRG00001013369	100764844	Cricetulus griseus	collagen type XVIII alpha 1 chain(Col18a1)
ENSCGRG00001013368	100755237	Cricetulus griseus	cytoskeleton associated protein 5(Ckap5)
ENSCGRG00001012036	100762815	Cricetulus griseus	DNA polymerase delta 2, accessory subunit(Pold2)
ENSCGRG00001014698	100769649	Cricetulus griseus	mitochondrial calcium uniporter regulator 1(Mcur1)
ENSCGRG00001024010	100767464	Cricetulus griseus	nucleolar protein 11(Nol11)
ENSCGRG00001000082	100764547	Cricetulus griseus	transmembrane protein 176B(Tmem176b)
ENSCGRG00001000083	100758909	Cricetulus griseus	keratin, type I cytoskeletal 40(LOC100758909)
ENSCGRG00001024014	100771239	Cricetulus griseus	calpain 2(Capn2)
ENSCGRG00001024011	100689363	Cricetulus griseus	tubulin beta 6 class V(Tubb6)
ENSCGRG00001024012	100773038	Cricetulus griseus	integrin subunit alpha 7(Itga7)
ENSCGRG00001024028	100771139	Cricetulus griseus	mitochondrial ribosomal protein L20(Mrpl20)
ENSCGRG00001024029	100773294	Cricetulus griseus	YOD1 deubiquitinase(Yod1)
ENSCGRG00001024027	100755046	Cricetulus griseus	katanin catalytic subunit A1 like 1(Katnal1)
ENSCGRG00001012042	100755789	Cricetulus griseus	sec1 family domain containing 2(Scfd2)
ENSCGRG00001013372	100764978	Cricetulus griseus	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2(Agap2)
ENSCGRG00001012041	100754380	Cricetulus griseus	ATP synthase membrane subunit c locus 3(Atp5mc3)
ENSCGRG00001012040	100755570	Cricetulus griseus	olfactory receptor 2A2(LOC100755570)
ENSCGRG00001013370	100774040	Cricetulus griseus	matrix metallopeptidase 28(Mmp28)
ENSCGRG00001013377	100764739	Cricetulus griseus	mitogen-activated protein kinase kinase kinase 19(Map3k19)
ENSCGRG00001013376	100759632	Cricetulus griseus	CD81 molecule(Cd81)
ENSCGRG00001012045	100773288	Cricetulus griseus	methyltransferase like 24(Mettl24)
ENSCGRG00001013375	100762616	Cricetulus griseus	rhomboid domain containing 2(Rhbdd2)
ENSCGRG00001012044	100774223	Cricetulus griseus	BUD31 homolog(Bud31)
ENSCGRG00001013374	113837302	Cricetulus griseus	RNA-binding protein Nova-2-like(LOC113837302)
ENSCGRG00001012043	100750677	Cricetulus griseus	serine and arginine rich splicing factor 11(Srsf11)
ENSCGRG00001012049	100774969	Cricetulus griseus	phosphodiesterase 1C(Pde1c)
ENSCGRG00001013379	100764618	Cricetulus griseus	V-set and transmembrane domain containing 2 like(Vstm2l)
ENSCGRG00001012047	100773519	Cricetulus griseus	cilia and flagella associated protein 90(CUNH5orf49)
ENSCGRG00001000075	100769210	Cricetulus griseus	clarin 2(Clrn2)
ENSCGRG00001000078	100756958	Cricetulus griseus	cathepsin F(Ctsf)
ENSCGRG00001000071	100765858	Cricetulus griseus	pipecolic acid and sarcosine oxidase(Pipox)
ENSCGRG00001024025	100773373	Cricetulus griseus	dehydrogenase/reductase 7B(Dhrs7b)
ENSCGRG00001000072	100772552	Cricetulus griseus	angiotensin converting enzyme 2(Ace2)
ENSCGRG00001000073	100760112	Cricetulus griseus	SIN3-HDAC complex associated factor(Sinhcaf)
ENSCGRG00001024023	100767327	Cricetulus griseus	neuroepithelial cell transforming 1(Net1)
ENSCGRG00001001713	100769058	Cricetulus griseus	protamine 3(Prm3)
ENSCGRG00001001717	100759561	Cricetulus griseus	potassium voltage-gated channel subfamily E regulatory subunit 2(Kcne2)
ENSCGRG00001001718	100768556	Cricetulus griseus	decapping exoribonuclease(Dxo)
ENSCGRG00001013700	100751357	Cricetulus griseus	phosphatidylinositol glycan anchor biosynthesis class N(Pign)
ENSCGRG00001013703	100762687	Cricetulus griseus	prolyl endopeptidase like(Prepl)
ENSCGRG00001013702	113834520	Cricetulus griseus	lymphocyte antigen 6 family member L(Ly6l)
ENSCGRG00001013701	100769241	Cricetulus griseus	C-X-C motif chemokine receptor 3(Cxcr3)
ENSCGRG00001013708	100769773	Cricetulus griseus	CAP-Gly domain containing linker protein 2(Clip2)
ENSCGRG00001013707	100767284	Cricetulus griseus	phosphotriesterase related(Pter)
ENSCGRG00001013706	100772707	Cricetulus griseus	WASP family member 1(Wasf1)
ENSCGRG00001013705	100760981	Cricetulus griseus	SMG7 nonsense mediated mRNA decay factor(Smg7)
ENSCGRG00001001705	100753837	Cricetulus griseus	vestigial like family member 4(Vgll4)
ENSCGRG00001013711	100771896	Cricetulus griseus	ornithine aminotransferase(Oat)
ENSCGRG00001013710	100756902	Cricetulus griseus	slit guidance ligand 1(Slit1)
ENSCGRG00001013715	100768365	Cricetulus griseus	acyl-CoA wax alcohol acyltransferase 2(Awat2)
ENSCGRG00001013719	100772527	Cricetulus griseus	glycerophosphocholine phosphodiesterase 1(Gpcpd1)
ENSCGRG00001013718	100772140	Cricetulus griseus	gap junction protein delta 4(Gjd4)
ENSCGRG00001013717	113831550	Cricetulus griseus	inner mitochondrial membrane peptidase subunit 2(Immp2l)
ENSCGRG00001013717	103160520	Cricetulus griseus	mitochondrial inner membrane protease subunit 2(LOC103160520)
ENSCGRG00001013722	100771317	Cricetulus griseus	DEAH-box helicase 36(Dhx36)
ENSCGRG00001013721	100753177	Cricetulus griseus	nuclear RNA export factor 1(Nxf1)
ENSCGRG00001013720	100759829	Cricetulus griseus	sodium- and chloride-dependent transporter XTRP3B(LOC100759829)
ENSCGRG00001013726	100774685	Cricetulus griseus	nanos C2HC-type zinc finger 2(Nanos2)
ENSCGRG00001013725	100767373	Cricetulus griseus	fatty acid hydroxylase domain containing 2(Faxdc2)
ENSCGRG00001013723	100771779	Cricetulus griseus	acylglycerol kinase(Agk)
ENSCGRG00001013729	100766551	Cricetulus griseus	RNA binding fox-1 homolog 1(Rbfox1)
ENSCGRG00001013728	100753924	Cricetulus griseus	DnaJ heat shock protein family (Hsp40) member B1(Dnajb1)
ENSCGRG00001013727	100754614	Cricetulus griseus	tensin 3(Tns3)
ENSCGRG00001012402	100754184	Cricetulus griseus	calcineurin like phosphoesterase domain containing 1(Cpped1)
ENSCGRG00001013733	100759871	Cricetulus griseus	collagen alpha-2(V) chain(LOC100759871)
ENSCGRG00001013732	100769126	Cricetulus griseus	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1(Smarcb1)
ENSCGRG00001012400	100773595	Cricetulus griseus	protein arginine methyltransferase 9(Prmt9)
ENSCGRG00001013731	113834349	Cricetulus griseus	protein LEG1 homolog(LOC113834349)
ENSCGRG00001012405	100770122	Cricetulus griseus	ATP synthase mitochondrial F1 complex assembly factor 1(Atpaf1)
ENSCGRG00001012404	100772043	Cricetulus griseus	platelet activating factor receptor(Ptafr)
ENSCGRG00001012403	100766958	Cricetulus griseus	kinesin family member 21A(Kif21a)
ENSCGRG00001013734	100764462	Cricetulus griseus	aldehyde dehydrogenase 5 family member A1(Aldh5a1)
ENSCGRG00001012408	100757688	Cricetulus griseus	glutaredoxin(Glrx)
ENSCGRG00001012407	100765158	Cricetulus griseus	potassium voltage-gated channel interacting protein 1(Kcnip1)
ENSCGRG00001005287	100751588	Cricetulus griseus	small nuclear RNA activating complex polypeptide 1(Snapc1)
ENSCGRG00001005288	100770473	Cricetulus griseus	elastin microfibril interfacer 2(Emilin2)
ENSCGRG00001005272	100770810	Cricetulus griseus	raftlin, lipid raft linker 1(Rftn1)
ENSCGRG00001005273	100754704	Cricetulus griseus	olfactory receptor 10AG1-like(LOC100754704)
ENSCGRG00001013743	100761615	Cricetulus griseus	tubulin polymerization promoting protein(Tppp)
ENSCGRG00001013742	100762986	Cricetulus griseus	TEPSIN adaptor related protein complex 4 accessory protein(Tepsin)
ENSCGRG00001013741	100751827	Cricetulus griseus	transglutaminase 6(Tgm6)
ENSCGRG00001012417	100761774	Cricetulus griseus	TBC1 domain family member 8B(Tbc1d8b)
ENSCGRG00001013748	100761761	Cricetulus griseus	RNA terminal phosphate cyclase like 1(Rcl1)
ENSCGRG00001013746	100752020	Cricetulus griseus	calsequestrin 2(Casq2)
ENSCGRG00001013745	100767915	Cricetulus griseus	HUWE1 associated protein modifying stress responses(Hapstr1)
ENSCGRG00001005279	100759901	Cricetulus griseus	spermatogenesis associated 2(Spata2)
ENSCGRG00001005276	100770790	Cricetulus griseus	secretoglobin family 1C member 1(Scgb1c1)
ENSCGRG00001005274	100751051	Cricetulus griseus	fibroblast growth factor 10(Fgf10)
ENSCGRG00001024402	100755180	Cricetulus griseus	solute carrier family 4 member 1 (Diego blood group)(Slc4a1)
ENSCGRG00001024400	100689335	Cricetulus griseus	proliferating cell nuclear antigen(Pcna)
ENSCGRG00001024401	100771106	Cricetulus griseus	phospholipid phosphatase 1(Plpp1)
