Reaction,Min,Max
HMR_0435,0.0,1000.0
HMR_0436,0.0,1000.0
HMR_0439,0.0,1000.0
HMR_0470,0.0,0.0
HMR_0664,0.0,0.0
HMR_0770,-500.0,1000.0
HMR_1392,0.0,1000.0
HMR_1620,-1000.0,1000.0
HMR_1629,-1000.0,1000.0
HMR_1630,0.0,1000.0
HMR_1631,-1000.0,1000.0
HMR_1665,0.0,1000.0
HMR_1666,0.0,1000.0
HMR_1694,-1000.0,1000.0
HMR_1897,0.0,1000.0
HMR_1916,0.0,1000.0
HMR_2116,-1000.0,1000.0
HMR_2585,0.0,1000.0
HMR_2603,-1000.0,1000.0
HMR_2604,-1000.0,1000.0
HMR_2606,-200.0,0.0
HMR_2607,0.0,200.0
HMR_2609,-1000.0,1000.0
HMR_2613,-1000.0,0.0
HMR_2616,-1000.0,0.0
HMR_2618,-1000.0,0.0
HMR_2621,-1000.0,0.0
HMR_2622,-1000.0,0.0
HMR_2624,-1000.0,1000.0
HMR_2634,-1000.0,1000.0
HMR_2635,-1000.0,1000.0
HMR_2644,-1000.0,1000.0
HMR_2649,0.0,0.0
HMR_2650,0.0,0.0
HMR_2652,0.0,0.0
HMR_2653,0.0,0.0
HMR_2655,-1000.0,1000.0
HMR_2659,-1000.0,0.0
HMR_2661,-1000.0,1000.0
HMR_2662,-1000.0,1000.0
HMR_2667,-1000.0,1000.0
HMR_2668,-1000.0,0.0
HMR_2670,-1000.0,0.0
HMR_2671,-1000.0,0.0
HMR_2673,-1000.0,1000.0
HMR_2676,-1000.0,1000.0
HMR_2677,-1000.0,1000.0
HMR_2679,-1000.0,1000.0
HMR_2682,-1000.0,0.0
HMR_2683,-1000.0,0.0
HMR_2685,-1000.0,1000.0
HMR_2686,-1000.0,1000.0
HMR_2688,-1000.0,0.0
HMR_2689,-1000.0,0.0
HMR_2691,0.0,1000.0
HMR_2692,-1000.0,0.0
HMR_2695,0.0,1000.0
HMR_2697,-1000.0,0.0
HMR_2700,-1000.0,0.0
HMR_2701,0.0,1000.0
HMR_2703,-1000.0,1000.0
HMR_2704,-1000.0,1000.0
HMR_2706,-1000.0,0.0
HMR_2707,-1000.0,0.0
HMR_2709,-1000.0,0.0
HMR_2710,-1000.0,0.0
HMR_2712,-1000.0,1000.0
HMR_2713,-1000.0,1000.0
HMR_2715,-1000.0,1000.0
HMR_2718,-1000.0,1000.0
HMR_2722,-1000.0,1000.0
HMR_2727,-1000.0,1000.0
HMR_2731,-1000.0,1000.0
HMR_2734,0.0,1000.0
HMR_2735,-1000.0,0.0
HMR_2737,0.0,1000.0
HMR_2738,-1000.0,0.0
HMR_2740,0.0,1000.0
HMR_2741,-1000.0,0.0
HMR_2744,-1000.0,1000.0
HMR_2748,-1000.0,1000.0
HMR_2753,-1000.0,1000.0
HMR_2757,-1000.0,1000.0
HMR_2760,-1000.0,1000.0
HMR_2764,-1000.0,1000.0
HMR_2769,-1000.0,0.0
HMR_2770,-1000.0,0.0
HMR_2772,0.0,1000.0
HMR_2773,-1000.0,0.0
HMR_2775,0.0,1000.0
HMR_2776,-1000.0,0.0
HMR_2787,0.0,0.0
HMR_2788,0.0,0.0
HMR_2789,0.0,0.0
HMR_2790,0.0,0.0
HMR_2791,0.0,0.0
HMR_2792,0.0,0.0
HMR_2794,0.0,0.0
HMR_2795,0.0,0.0
HMR_2796,0.0,0.0
HMR_2797,0.0,0.0
HMR_2798,0.0,0.0
HMR_2799,0.0,0.0
HMR_2800,0.0,0.0
HMR_2805,0.0,0.0
HMR_2806,0.0,0.0
HMR_2811,0.0,0.0
HMR_2812,0.0,0.0
HMR_2813,0.0,0.0
HMR_2814,0.0,0.0
HMR_2815,0.0,0.0
HMR_2816,0.0,0.0
HMR_2817,-1000.0,1000.0
HMR_2819,-1000.0,1000.0
HMR_2821,-1000.0,1000.0
HMR_2822,0.0,0.0
HMR_2823,-1000.0,1000.0
HMR_2824,-1000.0,1000.0
HMR_2827,-1000.0,1000.0
HMR_2829,0.0,0.0
HMR_2830,0.0,0.0
HMR_2831,0.0,0.0
HMR_2832,0.0,0.0
HMR_2833,0.0,0.0
HMR_2834,0.0,0.0
HMR_2835,0.0,0.0
HMR_2836,0.0,0.0
HMR_2837,-1000.0,1000.0
HMR_2838,-1000.0,1000.0
HMR_2839,-1000.0,1000.0
HMR_2840,-1000.0,1000.0
HMR_2841,0.0,0.0
HMR_2842,0.0,0.0
HMR_2843,0.0,0.0
HMR_2844,0.0,0.0
HMR_2845,0.0,0.0
HMR_2846,0.0,0.0
HMR_2847,0.0,0.0
HMR_2848,0.0,0.0
HMR_2849,0.0,0.0
HMR_2850,0.0,0.0
HMR_2851,-1000.0,1000.0
HMR_2852,-1000.0,1000.0
HMR_2853,-1000.0,1000.0
HMR_2854,-1000.0,1000.0
HMR_2855,0.0,0.0
HMR_2856,0.0,0.0
HMR_2857,-1000.0,1000.0
HMR_2859,-1000.0,1000.0
HMR_2861,-1000.0,1000.0
HMR_2862,-1000.0,1000.0
HMR_2863,-1000.0,1000.0
HMR_2864,-1000.0,1000.0
HMR_2865,-1000.0,1000.0
HMR_2866,-1000.0,1000.0
HMR_2867,-1000.0,1000.0
HMR_2868,-1000.0,1000.0
HMR_2869,-1000.0,1000.0
HMR_2870,-1000.0,1000.0
HMR_2871,0.0,0.0
HMR_2872,0.0,0.0
HMR_2873,0.0,0.0
HMR_2874,0.0,0.0
HMR_2875,-1000.0,1000.0
HMR_2876,-1000.0,1000.0
HMR_2878,0.0,1000.0
HMR_2879,-1000.0,0.0
HMR_2884,-1000.0,1000.0
HMR_2886,-1000.0,1000.0
HMR_2888,-1000.0,1000.0
HMR_2890,-1000.0,1000.0
HMR_2896,-1000.0,1000.0
HMR_2897,-1000.0,1000.0
HMR_2898,-1000.0,1000.0
HMR_2899,-1000.0,1000.0
HMR_2900,0.0,1000.0
HMR_2901,0.0,1000.0
HMR_2902,0.0,0.0
HMR_2903,0.0,0.0
HMR_2904,-1000.0,0.0
HMR_2905,0.0,1000.0
HMR_2906,0.0,0.0
HMR_2907,0.0,0.0
HMR_2908,0.0,0.0
HMR_2910,-1000.0,1000.0
HMR_2911,-1000.0,1000.0
HMR_2913,-1000.0,1000.0
HMR_2914,-1000.0,1000.0
HMR_2916,-1000.0,1000.0
HMR_2917,-1000.0,1000.0
HMR_2918,0.0,0.0
HMR_2919,0.0,0.0
HMR_2920,0.0,0.0
HMR_2922,-1000.0,1000.0
HMR_2923,-1000.0,1000.0
HMR_2925,-1000.0,1000.0
HMR_2926,-1000.0,1000.0
HMR_2928,-1000.0,1000.0
HMR_2929,-1000.0,1000.0
HMR_2930,-1000.0,1000.0
HMR_2931,-1000.0,1000.0
HMR_2932,-1000.0,1000.0
HMR_3017,0.0,666.6666666666666
HMR_3018,0.0,0.0
HMR_3021,0.0,0.0
HMR_3023,0.0,1000.0
HMR_3864,0.0,1000.0
HMR_4313,0.0,0.0
HMR_4314,0.0,0.0
HMR_4756,-1000.0,1000.0
HMR_4790,-1000.0,1000.0
HMR_4964,0.0,1000.0
HMR_5241,0.0,0.0
HMR_5246,0.0,0.0
HMR_5420,0.0,1000.0
HMR_6359,0.0,1000.0
HMR_6362,0.0,1000.0
HMR_6363,0.0,1000.0
HMR_6364,0.0,1000.0
HMR_6365,0.0,1000.0
HMR_6385,0.0,1000.0
HMR_6578,-1000.0,1000.0
HMR_6989,0.0,1000.0
HMR_7198,0.0,166.66666666666666
HMR_7743,-1000.0,1000.0
HMR_7757,-1000.0,833.3333333333334
HMR_7758,-1000.0,1000.0
HMR_7759,0.0,0.0
HMR_7760,0.0,0.0
HMR_7761,0.0,0.0
HMR_8476,-1000.0,1000.0
HMR_9177,0.0,1000.0
HMR_9191,0.0,1000.0
HMR_9199,0.0,0.0
HMR_9200,0.0,0.0
HMR_9580,0.0,0.0
HMR_9581,0.0,1000.0
HMR_9582,0.0,1000.0
HMR_9583,0.0,1000.0
HMR_9584,0.0,1000.0
HMR_9590,0.0,1000.0
HMR_9593,0.0,1000.0
HMR_9602,0.0,1000.0
HMR_9603,0.0,1000.0
HMR_9604,0.0,1000.0
HMR_9605,0.0,1000.0
HMR_9608,0.0,0.0
HMR_9609,0.0,1000.0
HMR_9610,0.0,1000.0
HMR_9613,0.0,1000.0
HMR_9614,0.0,1000.0
HMR_9615,0.0,1000.0
HMR_9617,0.0,1000.0
HMR_9619,-1000.0,0.0
HMR_9621,0.0,1000.0
HMR_9622,0.0,1000.0
HMR_9623,0.0,1000.0
HMR_9624,0.0,1000.0
HOMOVALte,0.0,1000.0
HOMt4,0.0,1000.0
HPACtr,0.0,1000.0
HPDCAt,-142.8571428571429,1000.0
HPDECEtm,0.0,0.0
HPYRtp,-1000.0,0.0
HRETNtn,0.0,0.0
HSPGt,0.0,0.0
HSPGtly,0.0,125.0
HTAXOLte,-1000.0,0.0
HXANtl,0.0,0.0
HXANtx,0.0,1000.0
HYOCHOLabc,0.0,1000.0
HYOCHOLt,-1000.0,1000.0
HYOCHOLt2,0.0,1000.0
HYXNt,-1000.0,1000.0
Htg,-1000.0,1000.0
Htm,0.0,1000.0
Htr,-1000.0,1000.0
Htx,-1000.0,1000.0
ICDCHOLabc,0.0,1000.0
ICDCHOLt,-1000.0,1000.0
ICDCHOLt2,0.0,1000.0
ICITACONtm,-1000.0,1000.0
IDOURte,-375.0,0.0
IDOURtly,-375.0,0.0
IDPtn,-1000.0,1000.0
ILEARGILEt,0.0,0.0
ILEASNHISt,0.0,0.0
ILEASPt,0.0,0.0
ILEGLNGLUt,0.0,0.0
ILEGLYARGt,0.0,0.0
ILELAT1tc,-1000.0,1000.0
ILEPHELAT2tc,-1000.0,1000.0
ILEPROLYSt,0.0,0.0
ILESERARGt,0.0,0.0
ILETRPTYRt,0.0,0.0
ILEt4,-1000.0,1000.0
ILEt5m,-1000.0,1000.0
ILEt7l,0.0,0.0
ILEtec,-1000.0,1000.0
IND3ACt,0.0,1000.0
IND3ACtm,0.0,0.0
INDSt,0.0,0.0
INSTt2r,-1000.0,1000.0
INSTt4,-1000.0,1000.0
INSTt4_2,-1000.0,1000.0
INSt,-1000.0,1000.0
INSt2,-1000.0,1000.0
INSt4,0.0,1000.0
INSt5,0.0,1000.0
INStl,0.0,0.0
INStm,0.0,1000.0
IPDPtr,0.0,0.0
IPDPtx,-1000.0,666.6666666666666
ISOCHOLabc,0.0,1000.0
ISOCHOLt,-1000.0,1000.0
ISOCHOLt2,0.0,1000.0
ITPtm,-1000.0,1000.0
ITPtn,-1000.0,1000.0
It,-1000.0,1000.0
KCC2t,-1000.0,1000.0
KCCt,-1000.0,1000.0
KHte,-1000.0,1000.0
KSII_CORE2t,0.0,100.0
KSII_CORE2tly,0.0,200.0
KSII_CORE4t,0.0,90.9090909090909
KSII_CORE4tly,0.0,200.0
KSIt,0.0,35.714285714285715
KSItly,0.0,71.42857142857143
KYNATEtr,-1000.0,1000.0
Kt3g,0.0,0.0
LACLt,0.0,1000.0
LCA24Gte,0.0,1000.0
LCA3Gte,0.0,1000.0
LCA3Sabc,0.0,1000.0
LCA3St,0.0,1000.0
LCTStg,0.0,1000.0
LCTStl,0.0,1000.0
LEUALAARGt,0.0,0.0
LEUASNASPt,0.0,0.0
LEUASPLYSt,0.0,0.0
LEUGLYHYc,0.0,1000.0
LEUKABCtc,0.0,1000.0
LEUKTRA4t,-1000.0,1000.0
LEUKTRA4tr,0.0,1000.0
LEUKTRB4t,-1000.0,1000.0
LEUKTRB4tr,-1000.0,0.0
LEUKTRC4t,-1000.0,1000.0
LEUKTRD4t,-1000.0,1000.0
LEUKTRD4tr,-1000.0,0.0
LEUKTRE4t,-1000.0,1000.0
LEUKTRF4t,-1000.0,1000.0
LEULEUTRPt,0.0,0.0
LEUPHELAT2tc,-1000.0,1000.0
LEUPROARGt,0.0,0.0
LEUPROt,0.0,0.0
LEUSERTRPt,0.0,0.0
LEUTRPARGt,0.0,0.0
LEUTRPt,0.0,0.0
LEUTYRTYRt,0.0,0.0
LEUVALt,0.0,0.0
LEUt4,0.0,1000.0
LEUt4rev,-1000.0,1000.0
LEUt5m,-1000.0,1000.0
LEUt7l,0.0,0.0
LEUtec,-1000.0,1000.0
LGNCCOAtr,-1000.0,1000.0
LGNCCOAtx,-1000.0,1000.0
LGNCFATPtc,0.0,1000.0
LGNCt,-1000.0,1000.0
LIMNENte,0.0,1000.0
LIPOti,0.0,0.0
LKYNRtr,-1000.0,1000.0
LKYNRtr2,0.0,1000.0
LKYNRtr3,0.0,1000.0
LNELDCCRNte,0.0,1000.0
LNELDCt,-1000.0,1000.0
LNLCt,-1000.0,1000.0
LNLNCACOAtr,-1000.0,1000.0
LNLNCAt,-1000.0,1000.0
LNLNCGCOAtx,-800.0,1000.0
LNLNCGt,-1000.0,1000.0
LPCHOLt,-1000.0,1000.0
LYSARGLEUt,0.0,0.0
LYSCYSHISt,0.0,0.0
LYSGLNPHEt,0.0,0.0
LYSGLUGLUt,0.0,0.0
LYSLYSLYSt,0.0,0.0
LYSPHEILEt,0.0,0.0
LYSTRPARGt,0.0,0.0
LYSTYRILEt,0.0,0.0
LYSVALPHEt,0.0,0.0
LYSVALTRPt,0.0,0.0
LYSt4,0.0,1000.0
LYSt7l,0.0,0.0
LYStiDF,-1000.0,1000.0
LYStip,0.0,1000.0
LYStm,-1000.0,1000.0
LYStn,-1000.0,1000.0
L_LACt2r,-1000.0,1000.0
L_LACt4r,-1000.0,1000.0
L_LACt4r_2,-1000.0,1000.0
L_LACtcm,0.0,1000.0
L_LACtm,-1000.0,1000.0
M4MASNt,0.0,0.0
M4MASNtly,0.0,0.0
MAGt,-1000.0,1000.0
MALACONtm,-1000.0,1000.0
MALSO3tm,-1000.0,1000.0
MALSO4tm,-1000.0,1000.0
MALTSULtm,-1000.0,1000.0
MALTt1r,-1000.0,1000.0
MAL_Lte,-1000.0,1000.0
MAL_Ltx,0.0,1000.0
MALtm,-1000.0,1000.0
MANt1r,-1000.0,1000.0
MANt4,-1000.0,1000.0
MANter,0.0,111.11111111111111
MANtg,0.0,666.6666666666666
MANtly,0.0,333.3333333333333
MEOHt2,-1000.0,1000.0
MEOHtly,0.0,1000.0
MEOHtr,0.0,0.0
MEPIVESSte,0.0,1000.0
MERCPLACCYSt,0.0,1000.0
METARGLEUt,0.0,0.0
METASNTYRt,0.0,0.0
METB0AT3tc,-1000.0,1000.0
METGLNTYRt,0.0,0.0
METGLYARGt,0.0,0.0
METHISLYSt,0.0,0.0
METLEUex,0.0,1000.0
METMETILEt,0.0,0.0
METPHEARGt,0.0,0.0
METTRPPHEt,0.0,0.0
METt4,0.0,1000.0
METt4rev,-1000.0,1000.0
METt7l,0.0,0.0
METt7l_b,0.0,0.0
METtec,-1000.0,1000.0
MG2t,0.0,1000.0
MG2t4e,0.0,1000.0
MG2t4g,0.0,1000.0
MG2t4m,0.0,1000.0
MG2tg,0.0,1000.0
MG2tm,0.0,1000.0
MHISTAte,-1000.0,0.0
MI13456Ptn,-1000.0,0.0
MI1346Ptn,0.0,0.0
MI14Ptn,-1000.0,0.0
MI1P_Dtn,-1000.0,0.0
MINOHPtn,-1000.0,1000.0
MLTHFte,0.0,1000.0
MLTHFte1,0.0,1000.0
MLTHFte2,0.0,0.0
MLTHFte3,0.0,1000.0
MMAt2e,-1000.0,1000.0
MMAte,-1000.0,1000.0
MTHGXLt,0.0,1000.0
N2M2NMASNt,0.0,111.11111111111111
N2M2NMASNtly,0.0,111.1111111111111
N8ASPMDte,0.0,0.0
NACASPtm,0.0,1000.0
NACSMCTte,-1000.0,1000.0
NADHtpu,-1000.0,1000.0000000000009
NADHtru,0.0,1000.0
NADPHtru,0.0,1000.0
NADPHtxu,0.0,1000.0
NADPtru,0.0,1000.0
NADPtxu,0.0,1000.0
NADtm,-1000.0,1000.0
NADtn,0.0,1000.0
NADtru,0.0,1000.0
NADtx,-1000.0,1000.0
NAHCO3_HCLt,-1000.0,1000.0
NAHCO3_HCLt2,-1000.0,1000.0
NAIt,-1000.0,1000.0
NAt,-1000.0,1000.0
NAt3_1,-1000.0,1000.0
NAt3_1g,-1000.0,0.0
NAt5,-1000.0,1000.0
NAtm,-1000.0,0.0
NAtx,-1000.0,1000.0
NCCt,0.0,1000.0
NCKt,-1000.0,1000.0
NCNt,-1000.0,1000.0
NH4t3r,-1000.0,1000.0
NH4tn,-1000.0,1000.0
NH4tp,-1000.0,0.0
NH4tr,0.0,1000.0
NICRNTtn,0.0,1000.0
NIFEDIPINEte,0.0,0.0
NKCC2t,-1000.0,1000.0
NKCCt,-1000.0,1000.0
NMNtn,0.0,1000.0
NODe,-1000.0,1000.0
NPTHLte,0.0,1000.0
NRPPHRSFt,0.0,1000.0
NRPPHRVESSEC,0.0,1000.0
NRPPHRt4_2_r,-1000.0,1000.0
NRPPHRtu,-1000.0,1000.0
NRVNCABCt,0.0,1000.0
NRVNCCOAtx,-1000.0,1000.0
NRVNCt,-1000.0,1000.0
NTMELYStner,0.0,0.0
NaKt,0.0,1000.0
O2St,-1000.0,1000.0
O2Stm,-20.0,1000.0
O2Stn,0.0,1000.0
O2Stx,0.0,1000.0
O2t,-1000.0,1000.0
O2ter,-1000.0,1000.0
O2tg,-1000.0,1000.0
O2tl,-1000.0,1000.0
O2tm,-1000.0,1000.0
O2tn,-500.0,0.0
O2tp,-1000.0,1000.0
OAGD3te,0.0,1000.0
OAGD3tg,-1000.0,0.0
OAGT3te,0.0,1000.0
OAGT3tg,-1000.0,0.0
OCCOAtcx,-1000.0,1000.0
OCCOAtm,0.0,1000.0
OCCOAtx,-1000.0,1000.0
OCDCAtr,-1000.0,1000.0
OCDCEAtr,-1000.0,1000.0
OCTAt,-1000.0,1000.0
OCTD11ECOAtr,-1000.0,1000.0
ODECOAtcx,-1000.0,625.0
ODECOAtx,-1000.0,625.0
ODECRNte,0.0,1000.0
OGLCNACPt,0.0,0.0
OMEPRAZOLEte,0.0,1000.0
ONPTHLte,-1000.0,0.0
ORETNtn,0.0,0.0
ORETNtn2,0.0,0.0
ORNt3m,-1000.0,1000.0
ORNt4m,-1000.0,1000.0
ORNtiDF,-1000.0,1000.0
OROTGLUt,-1000.0,1000.0
OROTi,-1000.0,1000.0
OXAACONtm,-1000.0,1000.0
OXAHCOtex,0.0,1000.0
OXAtp,0.0,1000.0
PAFABCt,0.0,1000.0
PAFt,-1000.0,1000.0
PAIL45P_HStn,-1000.0,1000.0
PAIL4P_HStn,-1000.0,1000.0
PAIL_HStn,-1000.0,1000.0
PAPStg,0.0,1000.0
PAPtg,0.0,1000.0
PA_HSter,-1000.0,1000.0
PA_HStg,-1000.0,1000.0
PA_HStn,-1000.0,0.0
PCFLOPm,0.0,666.6666666666666
PCHOL_HSter,-333.33333333333326,1000.0
PCHOL_HStg,0.0,1000.0
PCRNte,0.0,1000.0
PCt,0.0,1000.0
PEFLIP,0.0,1000.0
PEFLIPm,0.0,1000.0
PEHSFABPe,0.0,166.66666666666666
PEPACONtm,-1000.0,1000.0
PEPLYStn,-1000.0,0.0
PERILLYLte,-1000.0,0.0
PE_HStg,0.0,0.0
PE_HStm,-1000.0,666.6666666666666
PEt,-1000.0,1000.0
PGLYCABCte,0.0,1000.0
PGLYCt,-1000.0,1000.0
PHEACGLNt,0.0,1000.0
PHEACGLYte,0.0,1000.0
PHEACGLYtm,0.0,0.0
PHEASNMETt,0.0,0.0
PHEASPt,0.0,0.0
PHEGLNPHEt,0.0,0.0
PHELEUASPt,0.0,0.0
PHELEUHISt,0.0,0.0
PHELEUt,-1000.0,1000.0
PHELYSALAt,0.0,0.0
PHELYSPROt,0.0,0.0
PHEMEABCte,0.0,1000.0
PHEMEe,0.0,1000.0
PHEMEt,-125.0,1000.0
PHEMEtabc,0.0,1000.0
PHEMEtm,-1000.0,1000.0
PHEPHEASNt,0.0,0.0
PHEPHETHRt,0.0,0.0
PHEPHEt,0.0,0.0
PHEPROARGt,0.0,0.0
PHESERTRPt,0.0,0.0
PHETHRLYSt,0.0,0.0
PHETRPLEUt,0.0,0.0
PHETYRGLNt,0.0,0.0
PHETYRLYSt,0.0,0.0
PHETYRt,0.0,0.0
PHEt4,0.0,1000.0
PHEt4rev,-1000.0,1000.0
PHEt7l,0.0,0.0
PHEtec,-1000.0,1000.0
PHPYRte,-1000.0,1000.0
PHPYRtm,-1000.0,1000.0
PHYQt,0.0,1000.0
PHYTt,0.0,625.0
PIt2m,-1000.0,1000.0
PIt7,-1000.0,1000.0
PIt8,-1000.0,1000.0
PIt9,-1000.0,1000.0
PIter,-1000.0,1000.0
PItg,0.0,1000.0
PItn,-1000.0,1000.0
PItx,-1000.0,0.0
PMTCOAtx,-1000.0,1000.0
PNTEHe,0.0,1000.0
PNTOt1,0.0,1000.0
PNTOt5,0.0,1000.0
PNTOte,-1000.0,1000.0
PPASMCT1,-1000.0,1000.0
PPAt,0.0,1000.0
PPAtm,0.0,1000.0
PPItm,-1000.0,1000.0
PPItr,-1000.0,1000.0
PPItx,-1000.0,1000.0
PPMI12346Ptn,-1000.0,1000.0
PPP9ABCte,0.0,1000.0
PPPItn,0.0,0.0
PRGNLONESte,0.0,1000.0
PRGNLONEte,0.0,1000.0
PRGNLONEtm,-1000.0,0.0
PRGNLONEtr,0.0,1000.0
PRGSTRNt,-1000.0,1000.0
PRISTANALtx,0.0,1000.0
PRISTCOAtx,-1000.0,1000.0
PRISTtx,-1000.0,1000.0
PROARGASPt,0.0,0.0
PROARGCYSt,0.0,0.0
PROASNCYSt,0.0,0.0
PROCYSt,0.0,0.0
PRODt2r,-1000.0,1000.0
PRODt2rL,0.0,0.0
PROGLNPROt,0.0,0.0
PROGLULYSt,0.0,0.0
PROHISTYRt,0.0,0.0
PROHISt,0.0,0.0
PROLEUARGt,0.0,0.0
PROLYSPROt,0.0,0.0
PROPAT4te,-1000.0,1000.0
PROPHEt,0.0,0.0
PROPROARGt,0.0,0.0
PROPROPROt,0.0,0.0
PROSTGA1t5e,-1000.0,1000.0
PROSTGC1t5e,-1000.0,1000.0
PROSTGD2t,-1000.0,1000.0
PROSTGE1t,-1000.0,1000.0
PROSTGE1t3,0.0,1000.0
PROSTGE2t,-1000.0,1000.0
PROSTGE2t2,-1000.0,1000.0
PROSTGE2t3,0.0,1000.0
PROSTGF2t,-1000.0,1000.0
PROSTGH2t,-1000.0,1000.0
PROSTGI2t,-1000.0,1000.0
PROSTGI2tr,-1000.0,1000.0
PROTRPLYSt,0.0,0.0
PROTRPTHRt,0.0,0.0
PROVALGLNt,0.0,0.0
PRO_Dtde,-1000.0,1000.0
PROt2r,-1000.0,1000.0
PROt2rL,0.0,0.0
PROt4,0.0,1000.0
PROt4rev,-1000.0,1000.0
PROt4_2_r,-1000.0,1000.0
PROtm,-1000.0,1000.0
PSFLIP,0.0,1000.0
PSFLIPm,0.0,1000.0
PSHSABCtc,0.0,1000.0
PS_HSter,-1000.0,1000.0
PS_HStg,-1000.0,1000.0
PSt3,-1000.0,1000.0
PTCRTD,-1000.0,1000.0
PTDCAt,-166.66666666666663,1000.0
PTPATe,0.0,1000.0
PTRCARGte,0.0,1000.0
PYAM5Ptm,0.0,0.0
PYDAMtr,-1000.0,1000.0
PYDX5Ptm,0.0,0.0
PYDXNtr,-1000.0,1000.0
PYDXtr,-1000.0,1000.0
PYRSMCT1,-1000.0,1000.0
PYRt2m,-1000.0,1000.0
PYRt2r,-1000.0,1000.0
PYRt4_2,-1000.0,1000.0
PYRtm,-1000.0,1000.0
Pit4,0.0,333.3333333333333
PostulatedtRXN20,0.0,1000.0
Q10H2e,-1000.0,1000.0
QULNtr,-1000.0,1000.0
RAtn,0.0,0.0
RAtn3,0.0,0.0
RBTt,0.0,1000.0
RETABCtc,0.0,1000.0
RETFAt,0.0,1000.0
RETFAt1,0.0,1000.0
RETFAt2,0.0,1000.0
RETNGLCt,0.0,1000.0
RETNGLCt2,0.0,1000.0
RETNGLCt2r,0.0,1000.0
RETNGLCtr,0.0,1000.0
RETNt,-1000.0,1000.0
RETNtr,0.0,1000.0
RETNtr2,0.0,1000.0
RETt,0.0,1000.0
RIBFLVt3,0.0,1000.0
RIBFLVt6,0.0,1000.0
RIBFLVte,0.0,1000.0
RIBt,-1000.0,1000.0
RIBt2,0.0,1000.0
RTOTAL2t,-1000.0,1000.0
RTOTAL3t,-1000.0,1000.0
RTOTALt,-1000.0,1000.0
Rtotalter,-1000.0,0.0
Rtotaltg,-1000.0,0.0
Rtotaltl,-1000.0,0.0
Rtotaltp,-1000.0,0.0
S2L2FN2M2MASNt,0.0,111.1111111111111
S2L2FN2M2MASNtly,0.0,111.1111111111111
S2L2N2M2MASNtly,0.0,111.1111111111111
SAMHISTAe,0.0,1000.0
SARCStex,0.0,1000.0
SARCStm,-1000.0,1000.0
SARCStp,0.0,1000.0
SBT_Dtde,-1000.0,1000.0
SCP21x,-1000.0,1000.0
SCP22x,-1000.0,1000.0
SELMETHte,0.0,0.0
SELt4_3,0.0,0.0
SERALANaEx,0.0,1000.0
SERARGALAt,0.0,0.0
SERARGTRPt,0.0,0.0
SERASNNaEx,0.0,1000.0
SERCYSARGt,0.0,0.0
SERCYSNaEx,0.0,1000.0
SERDGLNexR,-1000.0,1000.0
SERDGLYexR,-1000.0,1000.0
SERGLNNaEx,0.0,1000.0
SERGLNexR,-1000.0,1000.0
SERGLYGLUt,0.0,0.0
SERGLYexR,-1000.0,1000.0
SERLYSHISt,0.0,0.0
SERLYSNaex,0.0,1000.0
SERPHELYSt,0.0,0.0
SERTHRNaEx,0.0,1000.0
SERTRPHISt,0.0,0.0
SERt4,0.0,1000.0
SERt7l,0.0,0.0
SERtN1,-1000.0,1000.0
SERtp,0.0,1000.0
SFCYSe,-1000.0,1000.0
SGALSIDEtg,-1000.0,0.0
SGALSIDEtl,0.0,1000.0
SO4CLtex,0.0,1000.0
SO4CLtex2,0.0,1000.0
SO4HCOtex,0.0,1000.0
SO4OXAtex2,0.0,1000.0
SO4t4_2,-1000.0,1000.0
SO4t4_3,0.0,1000.0
SO4tl,-1000.0,1000.0
SPC_HSt,-1000.0,1000.0
SPH1Pte,-1000.0,1000.0
SPH1Ptr,0.0,1000.0
SPHGNtr,0.0,1000.0
SPHINGStg,-1000.0,0.0
SPHINGStl,-1000.0,0.0
SPHINGStr,-1000.0,0.0
SPHMYLN_HsATPte,0.0,1000.0
SPHMYLNtg,0.0,1000.0
SPHMYLNtl,0.0,1000.0
SPHS1Pt2e,0.0,1000.0
SPHS1Pte,-1000.0,1000.0
SPHS1Ptr,0.0,1000.0
SPMTDe,-1000.0,1000.0
SPRMTDe,-1000.0,1000.0
SRTNENT4tc,-1000.0,1000.0
SRTNt6_2_r,-1000.0,1000.0
SRTNtu,-1000.0,1000.0
STCOAtx,-1000.0,1000.0
STCRNte,0.0,1000.0
STRDNCCOAtxc,-1000.0,800.0
STRDNCt,-1000.0,1000.0
SUBGLYte,0.0,1000.0
SUCCACONtm,-1000.0,1000.0
SUCCt2m,-1000.0,1000.0
SUCCt4_2,-1000.0,1000.0
SUCCt4_3,0.0,1000.0
SUCCtp,-1000.0,0.0
SUCRt2r,0.0,0.0
SameRxns001,0.0,0.0
SameRxns002,0.0,0.0
SameRxns003,0.0,0.0
r2355,-1000.0,1000.0
r2356,-1000.0,1000.0
r2357,-1000.0,1000.0
r2359,-1000.0,1000.0
r2364,-1000.0,1000.0
SameRxns004,0.0,1000.0
SameRxns006,-1000.0,1000.0
SameRxns007,0.0,0.0
SameRxns008,0.0,0.0
SameRxns009,-1000.0,1000.0
SameRxns011,0.0,0.0
SameRxns012,0.0,0.0
SameRxns013,0.0,0.0
SameRxns014,0.0,0.0
SameRxns015,0.0,0.0
SameRxns016,0.0,1000.0
SameRxns017,-1000.0,1000.0
SameRxns018,-1000.0,1000.0
