NCBI GeneID	Symbol	Description	Taxonomic Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
100750689	Pi16	peptidase inhibitor 16	Cricetulus griseus	PROTEIN_CODING	2	221476	NCBI Ortholog
100750697	Dll1	delta like canonical Notch ligand 1	Cricetulus griseus	PROTEIN_CODING	2	28514	NCBI Ortholog
100750699	Mrgpre	MAS related GPR family member E	Cricetulus griseus	PROTEIN_CODING	2	116534	NCBI Ortholog
100750701	B3gat1	beta-1,3-glucuronyltransferase 1	Cricetulus griseus	PROTEIN_CODING	2	27087	NCBI Ortholog
100750702	Fev	FEV transcription factor, ETS family member	Cricetulus griseus	PROTEIN_CODING	2	54738	NCBI Ortholog
100750713	Camk2n2	calcium/calmodulin dependent protein kinase II inhibitor 2	Cricetulus griseus	PROTEIN_CODING	2	94032	NCBI Ortholog
100750717	Sort1	sortilin 1	Cricetulus griseus	PROTEIN_CODING	5	6272	NCBI Ortholog
100750718	Grk1	G protein-coupled receptor kinase 1	Cricetulus griseus	PROTEIN_CODING	2	6011	NCBI Ortholog
100750727	Arg1	arginase 1	Cricetulus griseus	PROTEIN_CODING	4	383	NCBI Ortholog
100750730	Epha7	EPH receptor A7	Cricetulus griseus	PROTEIN_CODING	6	2045	NCBI Ortholog
100750735	Kcnk10	potassium two pore domain channel subfamily K member 10	Cricetulus griseus	PROTEIN_CODING	2	54207	NCBI Ortholog
100750736	Stk32c	serine/threonine kinase 32C	Cricetulus griseus	PROTEIN_CODING	5	282974	NCBI Ortholog
100750737	Dnah12	dynein axonemal heavy chain 12	Cricetulus griseus	PROTEIN_CODING	5	201625	NCBI Ortholog
100750740	Gpr55	G protein-coupled receptor 55	Cricetulus griseus	PROTEIN_CODING	2	9290	NCBI Ortholog
100750752	Agbl1	AGBL carboxypeptidase 1	Cricetulus griseus	PROTEIN_CODING	2	123624	NCBI Ortholog
100750757	Chit1	chitinase 1	Cricetulus griseus	PROTEIN_CODING	4	1118	NCBI Ortholog
100750761	Pik3r1	phosphoinositide-3-kinase regulatory subunit 1	Cricetulus griseus	PROTEIN_CODING	4	5295	NCBI Ortholog
100750764	C4H3orf18	chromosome 4 C3orf18 homolog	Cricetulus griseus	PROTEIN_CODING	2	51161	NCBI Ortholog
100750765	Gtf2a1	general transcription factor IIA subunit 1	Cricetulus griseus	PROTEIN_CODING	2	2957	NCBI Ortholog
100750766	St8sia5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5	Cricetulus griseus	PROTEIN_CODING	2	29906	NCBI Ortholog
100750769	Ankle2	ankyrin repeat and LEM domain containing 2	Cricetulus griseus	PROTEIN_CODING	9	23141	NCBI Ortholog
100750772	Wee2	WEE2 oocyte meiosis inhibiting kinase	Cricetulus griseus	PROTEIN_CODING	2	494551	NCBI Ortholog
100750773	Rictor	RPTOR independent companion of MTOR complex 2	Cricetulus griseus	PROTEIN_CODING	7	253260	NCBI Ortholog
100750780	Spata31f1	SPATA31 subfamily F member 1	Cricetulus griseus	PROTEIN_CODING	2	259308	NCBI Ortholog
100750783	Ceacam16	CEA cell adhesion molecule 16, tectorial membrane component	Cricetulus griseus	PROTEIN_CODING	3	388551	NCBI Ortholog
100750784	Slitrk2	SLIT and NTRK like family member 2	Cricetulus griseus	PROTEIN_CODING	2	84631	NCBI Ortholog
100750791	Rasl12	RAS like family 12	Cricetulus griseus	PROTEIN_CODING	6	51285	NCBI Ortholog
100750792	Ephx1	epoxide hydrolase 1	Cricetulus griseus	PROTEIN_CODING	2	2052	NCBI Ortholog
100750793	Mog	myelin oligodendrocyte glycoprotein	Cricetulus griseus	PROTEIN_CODING	2	4340	NCBI Ortholog
100750800	Sct	secretin	Cricetulus griseus	PROTEIN_CODING	2	6343	NCBI Ortholog
100750802	Mb21d2	Mab-21 domain containing 2	Cricetulus griseus	PROTEIN_CODING	2	151963	NCBI Ortholog
100750810	Ccn2	cellular communication network factor 2	Cricetulus griseus	PROTEIN_CODING	2	1490	NCBI Ortholog
100750815	Ptgdr2	prostaglandin D2 receptor 2	Cricetulus griseus	PROTEIN_CODING	2	11251	NCBI Ortholog
100750817	Ankef1	ankyrin repeat and EF-hand domain containing 1	Cricetulus griseus	PROTEIN_CODING	2	63926	NCBI Ortholog
100750825	Slc5a10	solute carrier family 5 member 10	Cricetulus griseus	PROTEIN_CODING	6	125206	NCBI Ortholog
100750827	Ttc39a	tetratricopeptide repeat domain 39A	Cricetulus griseus	PROTEIN_CODING	16	22996	NCBI Ortholog
100750828	Nr2e1	nuclear receptor subfamily 2 group E member 1	Cricetulus griseus	PROTEIN_CODING	2	7101	NCBI Ortholog
100750829	Cela1	chymotrypsin like elastase 1	Cricetulus griseus	PROTEIN_CODING	2	1990	NCBI Ortholog
100750837	Galnt17	polypeptide N-acetylgalactosaminyltransferase 17	Cricetulus griseus	PROTEIN_CODING	2	64409	NCBI Ortholog
100750838	Duoxa1	dual oxidase maturation factor 1	Cricetulus griseus	PROTEIN_CODING	2	90527	NCBI Ortholog
100750840	Rab11fip1	RAB11 family interacting protein 1	Cricetulus griseus	PROTEIN_CODING	4	80223	NCBI Ortholog
100750849	Lhx4	LIM homeobox 4	Cricetulus griseus	PROTEIN_CODING	2	89884	NCBI Ortholog
100750851	Tfec	transcription factor EC	Cricetulus griseus	PROTEIN_CODING	2	22797	NCBI Ortholog
100750853	Relch	RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing	Cricetulus griseus	PROTEIN_CODING	12	57614	NCBI Ortholog
100750855	CUNH20orf96	chromosome unknown C20orf96 homolog	Cricetulus griseus	PROTEIN_CODING	2	140680	NCBI Ortholog
100750856	Prodh	proline dehydrogenase 1	Cricetulus griseus	PROTEIN_CODING	2	5625	NCBI Ortholog
100750863	Col10a1	collagen type X alpha 1 chain	Cricetulus griseus	PROTEIN_CODING	2	1300	NCBI Ortholog
100750864	Kif25	kinesin family member 25	Cricetulus griseus	PROTEIN_CODING	2	3834	NCBI Ortholog
100750866	Hsd17b1	hydroxysteroid 17-beta dehydrogenase 1	Cricetulus griseus	PROTEIN_CODING	4	3292	NCBI Ortholog
100750867	Fezf1	FEZ family zinc finger 1	Cricetulus griseus	PROTEIN_CODING	2	389549	NCBI Ortholog
100750870	Upk1a	uroplakin 1A	Cricetulus griseus	PROTEIN_CODING	2	11045	NCBI Ortholog
100750879	Trappc8	trafficking protein particle complex subunit 8	Cricetulus griseus	PROTEIN_CODING	7	22878	NCBI Ortholog
100750880	Fam133a	family with sequence similarity 133 member A	Cricetulus griseus	PROTEIN_CODING	35	286499	NCBI Ortholog
100750884	Abca12	ATP binding cassette subfamily A member 12	Cricetulus griseus	PROTEIN_CODING	3	26154	NCBI Ortholog
100750886	Aqp6	aquaporin 6	Cricetulus griseus	PROTEIN_CODING	2	363	NCBI Ortholog
100750889	Rell2	RELT like 2	Cricetulus griseus	PROTEIN_CODING	5	285613	NCBI Ortholog
100750891	Ntn5	netrin 5	Cricetulus griseus	PROTEIN_CODING	2	126147	NCBI Ortholog
100750894	Pdyn	prodynorphin	Cricetulus griseus	PROTEIN_CODING	2	5173	NCBI Ortholog
100750897	Kpna7	karyopherin subunit alpha 7	Cricetulus griseus	PROTEIN_CODING	6	402569	NCBI Ortholog
100750908	Slc2a2	solute carrier family 2 member 2	Cricetulus griseus	PROTEIN_CODING	2	6514	NCBI Ortholog
100750915	Fbxo15	F-box protein 15	Cricetulus griseus	PROTEIN_CODING	13	201456	NCBI Ortholog
100750918	Gmnc	geminin coiled-coil domain containing	Cricetulus griseus	PROTEIN_CODING	2	647309	NCBI Ortholog
100750919	Gprc5c	G protein-coupled receptor class C group 5 member C	Cricetulus griseus	PROTEIN_CODING	2	55890	NCBI Ortholog
100750920	Bsnd	barttin CLCNK type accessory subunit beta	Cricetulus griseus	PROTEIN_CODING	4	7809	NCBI Ortholog
100750924	Ppp2r2c	protein phosphatase 2 regulatory subunit Bgamma	Cricetulus griseus	PROTEIN_CODING	2	5522	NCBI Ortholog
100750932	Large2	LARGE xylosyl- and glucuronyltransferase 2	Cricetulus griseus	PROTEIN_CODING	8	120071	NCBI Ortholog
100750938	C1qtnf6	C1q and TNF related 6	Cricetulus griseus	PROTEIN_CODING	2	114904	NCBI Ortholog
100750942	Cxxc4	CXXC finger protein 4	Cricetulus griseus	PROTEIN_CODING	1	80319	NCBI Ortholog
100750948	Kif26a	kinesin family member 26A	Cricetulus griseus	PROTEIN_CODING	2	26153	NCBI Ortholog
100750951	Ebf4	EBF family member 4	Cricetulus griseus	PROTEIN_CODING	12	57593	NCBI Ortholog
100750955	Hoxb2	homeobox B2	Cricetulus griseus	PROTEIN_CODING	2	3212	NCBI Ortholog
100750956	Arl13a	ADP ribosylation factor like GTPase 13A	Cricetulus griseus	PROTEIN_CODING	2	392509	NCBI Ortholog
100750958	Pld5	phospholipase D family member 5	Cricetulus griseus	PROTEIN_CODING	2	200150	NCBI Ortholog
100750959	Lca5	lebercilin LCA5	Cricetulus griseus	PROTEIN_CODING	2	167691	NCBI Ortholog
100750961	Emx2	empty spiracles homeobox 2	Cricetulus griseus	PROTEIN_CODING	3	2018	NCBI Ortholog
100750965	Ocstamp	osteoclast stimulatory transmembrane protein	Cricetulus griseus	PROTEIN_CODING	2	128506	NCBI Ortholog
100750971	Il6r	interleukin 6 receptor	Cricetulus griseus	PROTEIN_CODING	4	3570	NCBI Ortholog
100750973	Icam2	intercellular adhesion molecule 2	Cricetulus griseus	PROTEIN_CODING	2	3384	NCBI Ortholog
100750978	Insrr	insulin receptor related receptor	Cricetulus griseus	PROTEIN_CODING	2	3645	NCBI Ortholog
100750979	Lrguk	leucine rich repeats and guanylate kinase domain containing	Cricetulus griseus	PROTEIN_CODING	6	136332	NCBI Ortholog
100750980	Rgs3	regulator of G protein signaling 3	Cricetulus griseus	PROTEIN_CODING	25	5998	NCBI Ortholog
100750985	Tmem139	transmembrane protein 139	Cricetulus griseus	PROTEIN_CODING	2	135932	NCBI Ortholog
100750986	CUNH1orf141	chromosome unknown C1orf141 homolog	Cricetulus griseus	PROTEIN_CODING	2	400757	NCBI Ortholog
100750988	Yrdc	yrdC N6-threonylcarbamoyltransferase domain containing	Cricetulus griseus	PROTEIN_CODING	2	79693	NCBI Ortholog
100750989	Zbtb5	zinc finger and BTB domain containing 5	Cricetulus griseus	PROTEIN_CODING	12	9925	NCBI Ortholog
100750990	Robo2	roundabout guidance receptor 2	Cricetulus griseus	PROTEIN_CODING	12	6092	NCBI Ortholog
100750993	Fmo1	flavin containing dimethylaniline monoxygenase 1	Cricetulus griseus	PROTEIN_CODING	2	2326	NCBI Ortholog
100750999	Fgf8	fibroblast growth factor 8	Cricetulus griseus	PROTEIN_CODING	2	2253	NCBI Ortholog
100751000	Ptchd4	patched domain containing 4	Cricetulus griseus	PROTEIN_CODING	3	442213	NCBI Ortholog
100751001	Prkch	protein kinase C eta	Cricetulus griseus	PROTEIN_CODING	2	5583	NCBI Ortholog
100751003	Atg16l2	autophagy related 16 like 2	Cricetulus griseus	PROTEIN_CODING	6	89849	NCBI Ortholog
100751004	Il17f	interleukin 17F	Cricetulus griseus	PROTEIN_CODING	8	112744	NCBI Ortholog
100751008	Mob1b	MOB kinase activator 1B	Cricetulus griseus	PROTEIN_CODING	6	92597	NCBI Ortholog
100751011	Celsr2	cadherin EGF LAG seven-pass G-type receptor 2	Cricetulus griseus	PROTEIN_CODING	2	1952	NCBI Ortholog
100751012	Tmem255b	transmembrane protein 255B	Cricetulus griseus	PROTEIN_CODING	4	348013	NCBI Ortholog
100751019	Knop1	lysine rich nucleolar protein 1	Cricetulus griseus	PROTEIN_CODING	4	400506	NCBI Ortholog
100751020	Tacr3	tachykinin receptor 3	Cricetulus griseus	PROTEIN_CODING	2	6870	NCBI Ortholog
100751022	Tlx1	T cell leukemia homeobox 1	Cricetulus griseus	PROTEIN_CODING	5	3195	NCBI Ortholog
100751027	Kit	KIT proto-oncogene, receptor tyrosine kinase	Cricetulus griseus	PROTEIN_CODING	4	3815	NCBI Ortholog
100751029	Tbx5	T-box transcription factor 5	Cricetulus griseus	PROTEIN_CODING	2	6910	NCBI Ortholog
100751030	Cimip2a	ciliary microtubule inner protein 2A	Cricetulus griseus	PROTEIN_CODING	2	401565	NCBI Ortholog
100751031	Gpr65	G protein-coupled receptor 65	Cricetulus griseus	PROTEIN_CODING	2	8477	NCBI Ortholog
100751033	Asb14	ankyrin repeat and SOCS box containing 14	Cricetulus griseus	PROTEIN_CODING	6	142686	NCBI Ortholog
100751036	Spata3	spermatogenesis associated 3	Cricetulus griseus	PROTEIN_CODING	2	130560	NCBI Ortholog
100751042	Il17re	interleukin 17 receptor E	Cricetulus griseus	PROTEIN_CODING	2	132014	NCBI Ortholog
100751043	Ercc6l2	ERCC excision repair 6 like 2	Cricetulus griseus	PROTEIN_CODING	3	375748	NCBI Ortholog
100751051	Fgf10	fibroblast growth factor 10	Cricetulus griseus	PROTEIN_CODING	2	2255	NCBI Ortholog
100751054	Mybph	myosin binding protein H	Cricetulus griseus	PROTEIN_CODING	2	4608	NCBI Ortholog
100751055	Has2	hyaluronan synthase 2	Cricetulus griseus	PROTEIN_CODING	3	3037	NCBI Ortholog
100751056	Plvap	plasmalemma vesicle associated protein	Cricetulus griseus	PROTEIN_CODING	2	83483	NCBI Ortholog
100751058	Spic	Spi-C transcription factor	Cricetulus griseus	PROTEIN_CODING	2	121599	NCBI Ortholog
100751060	Ston2	stonin 2	Cricetulus griseus	PROTEIN_CODING	3	85439	NCBI Ortholog
100751061	Loxhd1	lipoxygenase homology PLAT domains 1	Cricetulus griseus	PROTEIN_CODING	4	125336	NCBI Ortholog
100751063	Rab15	RAB15, member RAS oncogene family	Cricetulus griseus	PROTEIN_CODING	2	376267	NCBI Ortholog
100751065	Matn3	matrilin 3	Cricetulus griseus	PROTEIN_CODING	2	4148	NCBI Ortholog
100751068	Glra2	glycine receptor alpha 2	Cricetulus griseus	PROTEIN_CODING	4	2742	NCBI Ortholog
100751069	Ap3m2	adaptor related protein complex 3 subunit mu 2	Cricetulus griseus	PROTEIN_CODING	2	10947	NCBI Ortholog
100751070	Trpv4	transient receptor potential cation channel subfamily V member 4	Cricetulus griseus	PROTEIN_CODING	6	59341	NCBI Ortholog
100751071	Epx	eosinophil peroxidase	Cricetulus griseus	PROTEIN_CODING	2	8288	NCBI Ortholog
100751072	Tshb	thyroid stimulating hormone subunit beta	Cricetulus griseus	PROTEIN_CODING	4	7252	NCBI Ortholog
100751076	Calb1	calbindin 1	Cricetulus griseus	PROTEIN_CODING	4	793	NCBI Ortholog
100751077	Bcl3	BCL3 transcription coactivator	Cricetulus griseus	PROTEIN_CODING	2	602	NCBI Ortholog
100751078	Scn7a	sodium voltage-gated channel alpha subunit 7	Cricetulus griseus	PROTEIN_CODING	2	6332	NCBI Ortholog
100751085	Slc51b	solute carrier family 51 subunit beta	Cricetulus griseus	PROTEIN_CODING	2	123264	NCBI Ortholog
100751091	Cpb1	carboxypeptidase B1	Cricetulus griseus	PROTEIN_CODING	2	1360	NCBI Ortholog
100751092	Fam227a	family with sequence similarity 227 member A	Cricetulus griseus	PROTEIN_CODING	3	646851	NCBI Ortholog
100751093	Drd4	dopamine receptor D4	Cricetulus griseus	PROTEIN_CODING	2	1815	NCBI Ortholog
100751098	Nyap1	neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1	Cricetulus griseus	PROTEIN_CODING	3	222950	NCBI Ortholog
100751103	Alpk3	alpha kinase 3	Cricetulus griseus	PROTEIN_CODING	4	57538	NCBI Ortholog
100751104	Enpp3	ectonucleotide pyrophosphatase/phosphodiesterase 3	Cricetulus griseus	PROTEIN_CODING	3	5169	NCBI Ortholog
100751108	Foxb1	forkhead box B1	Cricetulus griseus	PROTEIN_CODING	2	27023	NCBI Ortholog
100751109	Ppm1j	protein phosphatase, Mg2+/Mn2+ dependent 1J	Cricetulus griseus	PROTEIN_CODING	2	333926	NCBI Ortholog
100751110	Zp1	zona pellucida glycoprotein 1	Cricetulus griseus	PROTEIN_CODING	2	22917	NCBI Ortholog
100751119	Plekhg6	pleckstrin homology and RhoGEF domain containing G6	Cricetulus griseus	PROTEIN_CODING	2	55200	NCBI Ortholog
100751126	Galnt6	polypeptide N-acetylgalactosaminyltransferase 6	Cricetulus griseus	PROTEIN_CODING	3	11226	NCBI Ortholog
100751134	Caln1	calneuron 1	Cricetulus griseus	PROTEIN_CODING	2	83698	NCBI Ortholog
100751135	Duoxa2	dual oxidase maturation factor 2	Cricetulus griseus	PROTEIN_CODING	2	405753	NCBI Ortholog
100751141	Gpc1	glypican 1	Cricetulus griseus	PROTEIN_CODING	2	2817	NCBI Ortholog
100751149	Zcchc3	zinc finger CCHC-type containing 3	Cricetulus griseus	PROTEIN_CODING	2	85364	NCBI Ortholog
100751153	Hic2	HIC ZBTB transcriptional repressor 2	Cricetulus griseus	PROTEIN_CODING	2	23119	NCBI Ortholog
100751155	Slc39a12	solute carrier family 39 member 12	Cricetulus griseus	PROTEIN_CODING	4	221074	NCBI Ortholog
100751157	Frk	fyn related Src family tyrosine kinase	Cricetulus griseus	PROTEIN_CODING	2	2444	NCBI Ortholog
100751161	Aass	aminoadipate-semialdehyde synthase	Cricetulus griseus	PROTEIN_CODING	4	10157	NCBI Ortholog
100751166	Scn5a	sodium voltage-gated channel alpha subunit 5	Cricetulus griseus	PROTEIN_CODING	20	6331	NCBI Ortholog
100751172	Pdzd4	PDZ domain containing 4	Cricetulus griseus	PROTEIN_CODING	4	57595	NCBI Ortholog
100751173	Epb41l3	erythrocyte membrane protein band 4.1 like 3	Cricetulus griseus	PROTEIN_CODING	10	23136	NCBI Ortholog
100751174	Nap1l3	nucleosome assembly protein 1 like 3	Cricetulus griseus	PROTEIN_CODING	3	4675	NCBI Ortholog
100751178	Vwc2l	von Willebrand factor C domain containing 2 like	Cricetulus griseus	PROTEIN_CODING	2	402117	NCBI Ortholog
100751181	Cldn14	claudin 14	Cricetulus griseus	PROTEIN_CODING	2	23562	NCBI Ortholog
100751185	Fut2	fucosyltransferase 2	Cricetulus griseus	PROTEIN_CODING	2	2524	NCBI Ortholog
100751194	Slc6a14	solute carrier family 6 member 14	Cricetulus griseus	PROTEIN_CODING	2	11254	NCBI Ortholog
100751197	B3galt4	beta-1,3-galactosyltransferase 4	Cricetulus griseus	PROTEIN_CODING	4	8705	NCBI Ortholog
100751200	Helt	helt bHLH transcription factor	Cricetulus griseus	PROTEIN_CODING	4	391723	NCBI Ortholog
100751203	Cfap119	cilia and flagella associated protein 119	Cricetulus griseus	PROTEIN_CODING	6	90835	NCBI Ortholog
100751204	Catsperb	cation channel sperm associated auxiliary subunit beta	Cricetulus griseus	PROTEIN_CODING	2	79820	NCBI Ortholog
100751211	Kif19	kinesin family member 19	Cricetulus griseus	PROTEIN_CODING	2	124602	NCBI Ortholog
100751212	Cimap2	ciliary microtubule associated protein 2	Cricetulus griseus	PROTEIN_CODING	2	163747	NCBI Ortholog
100751219	Cfap107	cilia and flagella associated protein 107	Cricetulus griseus	PROTEIN_CODING	2	93190	NCBI Ortholog
100751224	Pik3r5	phosphoinositide-3-kinase regulatory subunit 5	Cricetulus griseus	PROTEIN_CODING	9	23533	NCBI Ortholog
100751225	Opn1sw	opsin 1, short wave sensitive	Cricetulus griseus	PROTEIN_CODING	2	611	NCBI Ortholog
100751241	CUNH14orf180	chromosome unknown C14orf180 homolog	Cricetulus griseus	PROTEIN_CODING	2	400258	NCBI Ortholog
100751244	Tmc2	transmembrane channel like 2	Cricetulus griseus	PROTEIN_CODING	2	117532	NCBI Ortholog
100751247	Klf12	KLF transcription factor 12	Cricetulus griseus	PROTEIN_CODING	2	11278	NCBI Ortholog
100751248	Cdkl5	cyclin dependent kinase like 5	Cricetulus griseus	PROTEIN_CODING	2	6792	NCBI Ortholog
100751249	Hoxb1	homeobox B1	Cricetulus griseus	PROTEIN_CODING	2	3211	NCBI Ortholog
100751252	Becn2	beclin 2	Cricetulus griseus	PROTEIN_CODING	2	441925	NCBI Ortholog
100751258	Pacrg	parkin coregulated	Cricetulus griseus	PROTEIN_CODING	2	135138	NCBI Ortholog
100751263	Itch	itchy E3 ubiquitin protein ligase	Cricetulus griseus	PROTEIN_CODING	6	83737	NCBI Ortholog
100751266	Sh2d3a	SH2 domain containing 3A	Cricetulus griseus	PROTEIN_CODING	2	10045	NCBI Ortholog
100751268	Fhl3	four and a half LIM domains 3	Cricetulus griseus	PROTEIN_CODING	4	2275	NCBI Ortholog
100751270	Mpv17l	MPV17 mitochondrial inner membrane protein like	Cricetulus griseus	PROTEIN_CODING	7	255027	NCBI Ortholog
100751271	Ntrk1	neurotrophic receptor tyrosine kinase 1	Cricetulus griseus	PROTEIN_CODING	4	4914	NCBI Ortholog
100751277	Clcn1	chloride voltage-gated channel 1	Cricetulus griseus	PROTEIN_CODING	2	1180	NCBI Ortholog
100751279	Sost	sclerostin	Cricetulus griseus	PROTEIN_CODING	2	50964	NCBI Ortholog
100751283	Asap3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3	Cricetulus griseus	PROTEIN_CODING	6	55616	NCBI Ortholog
100751289	Wnt6	Wnt family member 6	Cricetulus griseus	PROTEIN_CODING	2	7475	NCBI Ortholog
100751305	Acsm3	acyl-CoA synthetase medium chain family member 3	Cricetulus griseus	PROTEIN_CODING	2	6296	NCBI Ortholog
100751309	Tmc5	transmembrane channel like 5	Cricetulus griseus	PROTEIN_CODING	2	79838	NCBI Ortholog
100751310	Fhip1a	FHF complex subunit HOOK interacting protein 1A	Cricetulus griseus	PROTEIN_CODING	4	729830	NCBI Ortholog
100751313	Asb12	ankyrin repeat and SOCS box containing 12	Cricetulus griseus	PROTEIN_CODING	2	142689	NCBI Ortholog
100751319	Lrrc14b	leucine rich repeat containing 14B	Cricetulus griseus	PROTEIN_CODING	2	389257	NCBI Ortholog
100751320	Tbx3	T-box transcription factor 3	Cricetulus griseus	PROTEIN_CODING	4	6926	NCBI Ortholog
100751322	Flrt2	fibronectin leucine rich transmembrane protein 2	Cricetulus griseus	PROTEIN_CODING	4	23768	NCBI Ortholog
100751334	Il17rc	interleukin 17 receptor C	Cricetulus griseus	PROTEIN_CODING	8	84818	NCBI Ortholog
100751338	Mpzl2	myelin protein zero like 2	Cricetulus griseus	PROTEIN_CODING	2	10205	NCBI Ortholog
100751339	Rabgap1l	RAB GTPase activating protein 1 like	Cricetulus griseus	PROTEIN_CODING	11	9910	NCBI Ortholog
100751343	Hhex	hematopoietically expressed homeobox	Cricetulus griseus	PROTEIN_CODING	2	3087	NCBI Ortholog
100751344	Ttc12	tetratricopeptide repeat domain 12	Cricetulus griseus	PROTEIN_CODING	6	54970	NCBI Ortholog
100751346	Adora1	adenosine A1 receptor	Cricetulus griseus	PROTEIN_CODING	2	134	NCBI Ortholog
100751354	Nebulette	LIM zinc-binding domain-containing Nebulette	Cricetulus griseus	PROTEIN_CODING	5		
100751355	Baiap3	BAI1 associated protein 3	Cricetulus griseus	PROTEIN_CODING	2	8938	NCBI Ortholog
100751356	Gpx2	glutathione peroxidase 2	Cricetulus griseus	PROTEIN_CODING	1	2877	NCBI Ortholog
100751360	Prss37	serine protease 37	Cricetulus griseus	PROTEIN_CODING	2	136242	NCBI Ortholog
100751362	Fam222a	family with sequence similarity 222 member A	Cricetulus griseus	PROTEIN_CODING	2	84915	NCBI Ortholog
100751365	Lsamp	limbic system associated membrane protein	Cricetulus griseus	PROTEIN_CODING	4	4045	NCBI Ortholog
100751369	Cblc	Cbl proto-oncogene C	Cricetulus griseus	PROTEIN_CODING	3	23624	NCBI Ortholog
100751370	Scn9a	sodium voltage-gated channel alpha subunit 9	Cricetulus griseus	PROTEIN_CODING	6	6335	NCBI Ortholog
100751372	Adcy9	adenylate cyclase 9	Cricetulus griseus	PROTEIN_CODING	4	115	NCBI Ortholog
100751374	Mafb	MAF bZIP transcription factor B	Cricetulus griseus	PROTEIN_CODING	2	9935	NCBI Ortholog
100751379	Igsf11	immunoglobulin superfamily member 11	Cricetulus griseus	PROTEIN_CODING	8	152404	NCBI Ortholog
100751381	Pheta2	PH domain containing endocytic trafficking adaptor 2	Cricetulus griseus	PROTEIN_CODING	2	150368	NCBI Ortholog
100751382	Cpa3	carboxypeptidase A3	Cricetulus griseus	PROTEIN_CODING	2	1359	NCBI Ortholog
100751384	Trpa1	transient receptor potential cation channel subfamily A member 1	Cricetulus griseus	PROTEIN_CODING	3	8989	NCBI Ortholog
100751399	Plekhs1	pleckstrin homology domain containing S1	Cricetulus griseus	PROTEIN_CODING	2	79949	NCBI Ortholog
100751401	Tafa3	TAFA chemokine like family member 3	Cricetulus griseus	PROTEIN_CODING	2	284467	NCBI Ortholog
100751405	Pkp2	plakophilin 2	Cricetulus griseus	PROTEIN_CODING	2	5318	NCBI Ortholog
100751410	Pdzd9	PDZ domain containing 9	Cricetulus griseus	PROTEIN_CODING	2	255762	NCBI Ortholog
100751416	Cd7	CD7 molecule	Cricetulus griseus	PROTEIN_CODING	2	924	NCBI Ortholog
100751417	Armc2	armadillo repeat containing 2	Cricetulus griseus	PROTEIN_CODING	4	84071	NCBI Ortholog
100751418	Zmynd15	zinc finger MYND-type containing 15	Cricetulus griseus	PROTEIN_CODING	11	84225	NCBI Ortholog
100751419	Phf21a	PHD finger protein 21A	Cricetulus griseus	PROTEIN_CODING	44	51317	NCBI Ortholog
100751421	Pla2g6	phospholipase A2 group VI	Cricetulus griseus	PROTEIN_CODING	6	8398	NCBI Ortholog
100751422	Mtmr7	myotubularin related protein 7	Cricetulus griseus	PROTEIN_CODING	2	9108	NCBI Ortholog
100751432	Araf	A-Raf proto-oncogene, serine/threonine kinase	Cricetulus griseus	PROTEIN_CODING	10	369	NCBI Ortholog
100751434	Ankmy1	ankyrin repeat and MYND domain containing 1	Cricetulus griseus	PROTEIN_CODING	13	51281	NCBI Ortholog
100751435	Usp3	ubiquitin specific peptidase 3	Cricetulus griseus	PROTEIN_CODING	2	9960	NCBI Ortholog
100751445	Serpind1	serpin family D member 1	Cricetulus griseus	PROTEIN_CODING	2	3053	NCBI Ortholog
100751447	Cdh18	cadherin 18	Cricetulus griseus	PROTEIN_CODING	6	1016	NCBI Ortholog
100751448	Tinag	tubulointerstitial nephritis antigen	Cricetulus griseus	PROTEIN_CODING	2	27283	NCBI Ortholog
100751461	Slc39a5	solute carrier family 39 member 5	Cricetulus griseus	PROTEIN_CODING	15	283375	NCBI Ortholog
100751464	Gpr83	G protein-coupled receptor 83	Cricetulus griseus	PROTEIN_CODING	2	10888	NCBI Ortholog
100751468	Prss58	serine protease 58	Cricetulus griseus	PROTEIN_CODING	2	136541	NCBI Ortholog
100751469	Tpd52	tumor protein D52	Cricetulus griseus	PROTEIN_CODING	2	7163	NCBI Ortholog
100751470	Shroom2	shroom family member 2	Cricetulus griseus	PROTEIN_CODING	3	357	NCBI Ortholog
100751471	Asic1	acid sensing ion channel subunit 1	Cricetulus griseus	PROTEIN_CODING	4	41	NCBI Ortholog
100751474	Pcdh12	protocadherin 12	Cricetulus griseus	PROTEIN_CODING	2	51294	NCBI Ortholog
100751477	Mamstr	MEF2 activating motif and SAP domain containing transcriptional regulator	Cricetulus griseus	PROTEIN_CODING	2	284358	NCBI Ortholog
100751479	Tmem132b	transmembrane protein 132B	Cricetulus griseus	PROTEIN_CODING	2	114795	NCBI Ortholog
100751480	Sirpa	signal regulatory protein alpha	Cricetulus griseus	PROTEIN_CODING	8	140885	NCBI Ortholog
100751482	Zscan25	zinc finger and SCAN domain containing 25	Cricetulus griseus	PROTEIN_CODING	6	221785	NCBI Ortholog
100751483	Ascl3	achaete-scute family bHLH transcription factor 3	Cricetulus griseus	PROTEIN_CODING	2	56676	NCBI Ortholog
